sim_time, my_bot/azimuth_joint?0/velocity
420.652, 0.218632
420.653, 0.218632
420.654, 0.218632
420.655, 0.218632
420.656, 0.218632
420.657, 0.218632
420.658, 0.225817
420.659, 0.225817
420.66, 0.225817
420.661, 0.225817
420.662, 0.225817
420.663, 0.225817
420.664, 0.225817
420.665, 0.225817
420.666, 0.225817
420.667, 0.225817
420.668, 0.225817
420.669, 0.225817
420.67, 0.225817
420.671, 0.225817
420.672, 0.225817
420.673, 0.225817
420.674, 0.225817
420.675, 0.225817
420.676, 0.225817
420.677, 0.225817
420.678, 0.217196
420.679, 0.217196
420.68, 0.217196
420.681, 0.217196
420.682, 0.217196
420.683, 0.217196
420.684, 0.217196
420.685, 0.217196
420.686, 0.217196
420.687, 0.217196
420.688, 0.225157
420.689, 0.225157
420.69, 0.225157
420.691, 0.225157
420.692, 0.225157
420.693, 0.225157
420.694, 0.225157
420.695, 0.225157
420.696, 0.225157
420.697, 0.225157
420.698, 0.225157
420.699, 0.225157
420.7, 0.225157
420.701, 0.225157
420.702, 0.225157
420.703, 0.225157
420.704, 0.225157
420.705, 0.225157
420.706, 0.225157
420.707, 0.225157
420.708, 0.216659
420.709, 0.216659
420.71, 0.216659
420.711, 0.216659
420.712, 0.216659
420.713, 0.216659
420.714, 0.216659
420.715, 0.216659
420.716, 0.216659
420.717, 0.216659
420.718, 0.216659
420.719, 0.216659
420.72, 0.216659
420.721, 0.216659
420.722, 0.216659
420.723, 0.216659
420.724, 0.216659
420.725, 0.216659
420.726, 0.216659
420.727, 0.216659
420.728, 0.224516
420.729, 0.224516
420.73, 0.224516
420.731, 0.224516
420.732, 0.224516
420.733, 0.224516
420.734, 0.224516
420.735, 0.224516
420.736, 0.224516
420.737, 0.224516
420.738, 0.219248
420.739, 0.219248
420.74, 0.219248
420.741, 0.219248
420.742, 0.219248
420.743, 0.219248
420.744, 0.219248
420.745, 0.219248
420.746, 0.219248
420.747, 0.219248
420.748, 0.214236
420.749, 0.214236
420.75, 0.214236
420.751, 0.214236
420.752, 0.214236
420.753, 0.214236
420.754, 0.214236
420.755, 0.214236
420.756, 0.214236
420.757, 0.214236
420.758, 0.221862
420.759, 0.221862
420.76, 0.221862
420.761, 0.221862
420.762, 0.221862
420.763, 0.221862
420.764, 0.221862
420.765, 0.221862
420.766, 0.221862
420.767, 0.221862
420.768, 0.221862
420.769, 0.221862
420.77, 0.221862
420.771, 0.221862
420.772, 0.221862
420.773, 0.221862
420.774, 0.221862
420.775, 0.221862
420.776, 0.221862
420.777, 0.221862
420.778, 0.213553
420.779, 0.213553
420.78, 0.213553
420.781, 0.213553
420.782, 0.213553
420.783, 0.213553
420.784, 0.213553
420.785, 0.213553
420.786, 0.213553
420.787, 0.213553
420.788, 0.213553
420.789, 0.213553
420.79, 0.213553
420.791, 0.213553
420.792, 0.213553
420.793, 0.213553
420.794, 0.213553
420.795, 0.213553
420.796, 0.213553
420.797, 0.213553
420.798, 0.220463
420.799, 0.220463
420.8, 0.220463
420.801, 0.220463
420.802, 0.220463
420.803, 0.220463
420.804, 0.220463
420.805, 0.220463
420.806, 0.220463
420.807, 0.220463
420.808, 0.208624
420.809, 0.208624
420.81, 0.208624
420.811, 0.208624
420.812, 0.208624
420.813, 0.208624
420.814, 0.208624
420.815, 0.208624
420.816, 0.208624
420.817, 0.208624
420.818, 0.215575
420.819, 0.215575
420.82, 0.215575
420.821, 0.215575
420.822, 0.215575
420.823, 0.215575
420.824, 0.215575
420.825, 0.215575
420.826, 0.215575
420.827, 0.215575
420.828, 0.219619
420.829, 0.219619
420.83, 0.219619
420.831, 0.219619
420.832, 0.219619
420.833, 0.219619
420.834, 0.219619
420.835, 0.219619
420.836, 0.219619
420.837, 0.219619
420.838, 0.219619
420.839, 0.219619
420.84, 0.219619
420.841, 0.219619
420.842, 0.219619
420.843, 0.219619
420.844, 0.219619
420.845, 0.219619
420.846, 0.219619
420.847, 0.219619
420.848, 0.210573
420.849, 0.210573
420.85, 0.210573
420.851, 0.210573
420.852, 0.210573
420.853, 0.210573
420.854, 0.210573
420.855, 0.210573
420.856, 0.210573
420.857, 0.210573
420.858, 0.210573
420.859, 0.210573
420.86, 0.210573
420.861, 0.210573
420.862, 0.210573
420.863, 0.210573
420.864, 0.210573
420.865, 0.210573
420.866, 0.210573
420.867, 0.210573
420.868, 0.2221
420.869, 0.2221
420.87, 0.2221
420.871, 0.2221
420.872, 0.2221
420.873, 0.2221
420.874, 0.2221
420.875, 0.2221
420.876, 0.2221
420.877, 0.2221
420.878, 0.209486
420.879, 0.209486
420.88, 0.209486
420.881, 0.209486
420.882, 0.209486
420.883, 0.209486
420.884, 0.209486
420.885, 0.209486
420.886, 0.209486
420.887, 0.209486
420.888, 0.209486
420.889, 0.209486
420.89, 0.209486
420.891, 0.209486
420.892, 0.209486
420.893, 0.209486
420.894, 0.209486
420.895, 0.209486
420.896, 0.209486
420.897, 0.209486
420.898, 0.217087
420.899, 0.217087
420.9, 0.217087
420.901, 0.217087
420.902, 0.217087
420.903, 0.217087
420.904, 0.217087
420.905, 0.217087
420.906, 0.217087
420.907, 0.217087
420.908, 0.217087
420.909, 0.217087
420.91, 0.217087
420.911, 0.217087
420.912, 0.217087
420.913, 0.217087
420.914, 0.217087
420.915, 0.217087
420.916, 0.217087
420.917, 0.217087
420.918, 0.207989
420.919, 0.207989
420.92, 0.207989
420.921, 0.207989
420.922, 0.207989
420.923, 0.207989
420.924, 0.207989
420.925, 0.207989
420.926, 0.207989
420.927, 0.207989
420.928, 0.207989
420.929, 0.207989
420.93, 0.207989
420.931, 0.207989
420.932, 0.207989
420.933, 0.207989
420.934, 0.207989
420.935, 0.207989
420.936, 0.207989
420.937, 0.207989
420.938, 0.218285
420.939, 0.218285
420.94, 0.218285
420.941, 0.218285
420.942, 0.218285
420.943, 0.218285
420.944, 0.218285
420.945, 0.218285
420.946, 0.218285
420.947, 0.218285
420.948, 0.218285
420.949, 0.218285
420.95, 0.218285
420.951, 0.218285
420.952, 0.218285
420.953, 0.218285
420.954, 0.218285
420.955, 0.218285
420.956, 0.218285
420.957, 0.218285
420.958, 0.205378
420.959, 0.205378
420.96, 0.205378
420.961, 0.205378
420.962, 0.205378
420.963, 0.205378
420.964, 0.205378
420.965, 0.205378
420.966, 0.205378
420.967, 0.205378
420.968, 0.215916
420.969, 0.215916
420.97, 0.215916
420.971, 0.215916
420.972, 0.215916
420.973, 0.215916
420.974, 0.215916
420.975, 0.215916
420.976, 0.215916
420.977, 0.215916
420.978, 0.215916
420.979, 0.215916
420.98, 0.215916
420.981, 0.215916
420.982, 0.215916
420.983, 0.215916
420.984, 0.215916
420.985, 0.215916
420.986, 0.215916
420.987, 0.215916
420.988, 0.203192
420.989, 0.203192
420.99, 0.203192
420.991, 0.203192
420.992, 0.203192
420.993, 0.203192
420.994, 0.203192
420.995, 0.203192
420.996, 0.203192
420.997, 0.203192
420.998, 0.203192
420.999, 0.203192
421, 0.203192
421.001, 0.203192
421.002, 0.203192
421.003, 0.203192
421.004, 0.203192
421.005, 0.203192
421.006, 0.203192
421.007, 0.203192
421.008, 0.210989
421.009, 0.210989
421.01, 0.210989
421.011, 0.210989
421.012, 0.210989
421.013, 0.210989
421.014, 0.210989
421.015, 0.210989
421.016, 0.210989
421.017, 0.210989
421.018, 0.210989
421.019, 0.210989
421.02, 0.210989
421.021, 0.210989
421.022, 0.210989
421.023, 0.210989
421.024, 0.210989
421.025, 0.210989
421.026, 0.210989
421.027, 0.210989
421.028, 0.208256
421.029, 0.208256
421.03, 0.208256
421.031, 0.208256
421.032, 0.208256
421.033, 0.208256
421.034, 0.208256
421.035, 0.208256
421.036, 0.208256
421.037, 0.208256
421.038, 0.213323
421.039, 0.213323
421.04, 0.213323
421.041, 0.213323
421.042, 0.213323
421.043, 0.213323
421.044, 0.213323
421.045, 0.213323
421.046, 0.213323
421.047, 0.213323
421.048, 0.213323
421.049, 0.213323
421.05, 0.213323
421.051, 0.213323
421.052, 0.213323
421.053, 0.213323
421.054, 0.213323
421.055, 0.213323
421.056, 0.213323
421.057, 0.213323
421.058, 0.204535
421.059, 0.204535
421.06, 0.204535
421.061, 0.204535
421.062, 0.204535
421.063, 0.204535
421.064, 0.204535
421.065, 0.204535
421.066, 0.204535
421.067, 0.204535
421.068, 0.204535
421.069, 0.204535
421.07, 0.204535
421.071, 0.204535
421.072, 0.204535
421.073, 0.204535
421.074, 0.204535
421.075, 0.204535
421.076, 0.204535
421.077, 0.204535
421.078, 0.214263
421.079, 0.214263
421.08, 0.214263
421.081, 0.214263
421.082, 0.214263
421.083, 0.214263
421.084, 0.214263
421.085, 0.214263
421.086, 0.214263
421.087, 0.214263
421.088, 0.203898
421.089, 0.203898
421.09, 0.203898
421.091, 0.203898
421.092, 0.203898
421.093, 0.203898
421.094, 0.203898
421.095, 0.203898
421.096, 0.203898
421.097, 0.203898
421.098, 0.199364
421.099, 0.199364
421.1, 0.199364
421.101, 0.199364
421.102, 0.199364
421.103, 0.199364
421.104, 0.199364
421.105, 0.199364
421.106, 0.199364
421.107, 0.199364
421.108, 0.210068
421.109, 0.210068
421.11, 0.210068
421.111, 0.210068
421.112, 0.210068
421.113, 0.210068
421.114, 0.210068
421.115, 0.210068
421.116, 0.210068
421.117, 0.210068
421.118, 0.210068
421.119, 0.210068
421.12, 0.210068
421.121, 0.210068
421.122, 0.210068
421.123, 0.210068
421.124, 0.210068
421.125, 0.210068
421.126, 0.210068
421.127, 0.210068
421.128, 0.201465
421.129, 0.201465
421.13, 0.201465
421.131, 0.201465
421.132, 0.201465
421.133, 0.201465
421.134, 0.201465
421.135, 0.201465
421.136, 0.201465
421.137, 0.201465
421.138, 0.201465
421.139, 0.201465
421.14, 0.201465
421.141, 0.201465
421.142, 0.201465
421.143, 0.201465
421.144, 0.201465
421.145, 0.201465
421.146, 0.201465
421.147, 0.201465
421.148, 0.204547
421.149, 0.204547
421.15, 0.204547
421.151, 0.204547
421.152, 0.204547
421.153, 0.204547
421.154, 0.204547
421.155, 0.204547
421.156, 0.204547
421.157, 0.204547
421.158, 0.200637
421.159, 0.200637
421.16, 0.200637
421.161, 0.200637
421.162, 0.200637
421.163, 0.200637
421.164, 0.200637
421.165, 0.200637
421.166, 0.200637
421.167, 0.200637
421.168, 0.195574
421.169, 0.195574
421.17, 0.195574
421.171, 0.195574
421.172, 0.195574
421.173, 0.195574
421.174, 0.195574
421.175, 0.195574
421.176, 0.195574
421.177, 0.195574
421.178, 0.202244
421.179, 0.202244
421.18, 0.202244
421.181, 0.202244
421.182, 0.202244
421.183, 0.202244
421.184, 0.202244
421.185, 0.202244
421.186, 0.202244
421.187, 0.202244
421.188, 0.202244
421.189, 0.202244
421.19, 0.202244
421.191, 0.202244
421.192, 0.202244
421.193, 0.202244
421.194, 0.202244
421.195, 0.202244
421.196, 0.202244
421.197, 0.202244
421.198, 0.214879
421.199, 0.214879
421.2, 0.214879
421.201, 0.214879
421.202, 0.214879
421.203, 0.214879
421.204, 0.214879
421.205, 0.214879
421.206, 0.214879
421.207, 0.214879
421.208, 0.214879
421.209, 0.214879
421.21, 0.214879
421.211, 0.214879
421.212, 0.214879
421.213, 0.214879
421.214, 0.214879
421.215, 0.214879
421.216, 0.214879
421.217, 0.214879
421.218, 0.204472
421.219, 0.204472
421.22, 0.204472
421.221, 0.204472
421.222, 0.204472
421.223, 0.204472
421.224, 0.204472
421.225, 0.204472
421.226, 0.204472
421.227, 0.204472
421.228, 0.212658
421.229, 0.212658
421.23, 0.212658
421.231, 0.212658
421.232, 0.212658
421.233, 0.212658
421.234, 0.212658
421.235, 0.212658
421.236, 0.212658
421.237, 0.212658
421.238, 0.212658
421.239, 0.212658
421.24, 0.212658
421.241, 0.212658
421.242, 0.212658
421.243, 0.212658
421.244, 0.212658
421.245, 0.212658
421.246, 0.212658
421.247, 0.212658
421.248, 0.205344
421.249, 0.205344
421.25, 0.205344
421.251, 0.205344
421.252, 0.205344
421.253, 0.205344
421.254, 0.205344
421.255, 0.205344
421.256, 0.205344
421.257, 0.205344
421.258, 0.205344
421.259, 0.205344
421.26, 0.205344
421.261, 0.205344
421.262, 0.205344
421.263, 0.205344
421.264, 0.205344
421.265, 0.205344
421.266, 0.205344
421.267, 0.205344
421.268, 0.209848
421.269, 0.209848
421.27, 0.209848
421.271, 0.209848
421.272, 0.209848
421.273, 0.209848
421.274, 0.209848
421.275, 0.209848
421.276, 0.209848
421.277, 0.209848
421.278, 0.209848
421.279, 0.209848
421.28, 0.209848
421.281, 0.209848
421.282, 0.209848
421.283, 0.209848
421.284, 0.209848
421.285, 0.209848
421.286, 0.209848
421.287, 0.209848
421.288, 0.202705
421.289, 0.202705
421.29, 0.202705
421.291, 0.202705
421.292, 0.202705
421.293, 0.202705
421.294, 0.202705
421.295, 0.202705
421.296, 0.202705
421.297, 0.202705
421.298, 0.204441
421.299, 0.204441
421.3, 0.204441
421.301, 0.204441
421.302, 0.204441
421.303, 0.204441
421.304, 0.204441
421.305, 0.204441
421.306, 0.204441
421.307, 0.204441
421.308, 0.204441
421.309, 0.204441
421.31, 0.204441
421.311, 0.204441
421.312, 0.204441
421.313, 0.204441
421.314, 0.204441
421.315, 0.204441
421.316, 0.204441
421.317, 0.204441
421.318, 0.200221
421.319, 0.200221
421.32, 0.200221
421.321, 0.200221
421.322, 0.200221
421.323, 0.200221
421.324, 0.200221
421.325, 0.200221
421.326, 0.200221
421.327, 0.200221
421.328, 0.200221
421.329, 0.200221
421.33, 0.200221
421.331, 0.200221
421.332, 0.200221
421.333, 0.200221
421.334, 0.200221
421.335, 0.200221
421.336, 0.200221
421.337, 0.200221
421.338, 0.202421
421.339, 0.202421
421.34, 0.202421
421.341, 0.202421
421.342, 0.202421
421.343, 0.202421
421.344, 0.202421
421.345, 0.202421
421.346, 0.202421
421.347, 0.202421
421.348, 0.193952
421.349, 0.193952
421.35, 0.193952
421.351, 0.193952
421.352, 0.193952
421.353, 0.193952
421.354, 0.193952
421.355, 0.193952
421.356, 0.193952
421.357, 0.193952
421.358, 0.193952
421.359, 0.193952
421.36, 0.193952
421.361, 0.193952
421.362, 0.193952
421.363, 0.193952
421.364, 0.193952
421.365, 0.193952
421.366, 0.193952
421.367, 0.193952
421.368, 0.200992
421.369, 0.200992
421.37, 0.200992
421.371, 0.200992
421.372, 0.200992
421.373, 0.200992
421.374, 0.200992
421.375, 0.200992
421.376, 0.200992
421.377, 0.200992
421.378, 0.200992
421.379, 0.200992
421.38, 0.200992
421.381, 0.200992
421.382, 0.200992
421.383, 0.200992
421.384, 0.200992
421.385, 0.200992
421.386, 0.200992
421.387, 0.200992
421.388, 0.197384
421.389, 0.197384
421.39, 0.197384
421.391, 0.197384
421.392, 0.197384
421.393, 0.197384
421.394, 0.197384
421.395, 0.197384
421.396, 0.197384
421.397, 0.197384
421.398, 0.197384
421.399, 0.197384
421.4, 0.197384
421.401, 0.197384
421.402, 0.197384
421.403, 0.197384
421.404, 0.197384
421.405, 0.197384
421.406, 0.197384
421.407, 0.197384
421.408, 0.198884
421.409, 0.198884
421.41, 0.198884
421.411, 0.198884
421.412, 0.198884
421.413, 0.198884
421.414, 0.198884
421.415, 0.198884
421.416, 0.198884
421.417, 0.198884
421.418, 0.195033
421.419, 0.195033
421.42, 0.195033
421.421, 0.195033
421.422, 0.195033
421.423, 0.195033
421.424, 0.195033
421.425, 0.195033
421.426, 0.195033
421.427, 0.195033
421.428, 0.195033
421.429, 0.195033
421.43, 0.195033
421.431, 0.195033
421.432, 0.195033
421.433, 0.195033
421.434, 0.195033
421.435, 0.195033
421.436, 0.195033
421.437, 0.195033
421.438, 0.201091
421.439, 0.201091
421.44, 0.201091
421.441, 0.201091
421.442, 0.201091
421.443, 0.201091
421.444, 0.201091
421.445, 0.201091
421.446, 0.201091
421.447, 0.201091
421.448, 0.201091
421.449, 0.201091
421.45, 0.201091
421.451, 0.201091
421.452, 0.201091
421.453, 0.201091
421.454, 0.201091
421.455, 0.201091
421.456, 0.201091
421.457, 0.201091
421.458, 0.187213
421.459, 0.187213
421.46, 0.187213
421.461, 0.187213
421.462, 0.187213
421.463, 0.187213
421.464, 0.187213
421.465, 0.187213
421.466, 0.187213
421.467, 0.187213
421.468, 0.187213
421.469, 0.187213
421.47, 0.187213
421.471, 0.187213
421.472, 0.187213
421.473, 0.187213
421.474, 0.187213
421.475, 0.187213
421.476, 0.187213
421.477, 0.187213
421.478, 0.193743
421.479, 0.193743
421.48, 0.193743
421.481, 0.193743
421.482, 0.193743
421.483, 0.193743
421.484, 0.193743
421.485, 0.193743
421.486, 0.193743
421.487, 0.193743
421.488, 0.186084
421.489, 0.186084
421.49, 0.186084
421.491, 0.186084
421.492, 0.186084
421.493, 0.186084
421.494, 0.186084
421.495, 0.186084
421.496, 0.186084
421.497, 0.186084
421.498, 0.186084
421.499, 0.186084
421.5, 0.186084
421.501, 0.186084
421.502, 0.186084
421.503, 0.186084
421.504, 0.186084
421.505, 0.186084
421.506, 0.186084
421.507, 0.186084
421.508, 0.19557
421.509, 0.19557
421.51, 0.19557
421.511, 0.19557
421.512, 0.19557
421.513, 0.19557
421.514, 0.19557
421.515, 0.19557
421.516, 0.19557
421.517, 0.19557
421.518, 0.19557
421.519, 0.19557
421.52, 0.19557
421.521, 0.19557
421.522, 0.19557
421.523, 0.19557
421.524, 0.19557
421.525, 0.19557
421.526, 0.19557
421.527, 0.19557
421.528, 0.189064
421.529, 0.189064
421.53, 0.189064
421.531, 0.189064
421.532, 0.189064
421.533, 0.189064
421.534, 0.189064
421.535, 0.189064
421.536, 0.189064
421.537, 0.189064
421.538, 0.189064
421.539, 0.189064
421.54, 0.189064
421.541, 0.189064
421.542, 0.189064
421.543, 0.189064
421.544, 0.189064
421.545, 0.189064
421.546, 0.189064
421.547, 0.189064
421.548, 0.196578
421.549, 0.196578
421.55, 0.196578
421.551, 0.196578
421.552, 0.196578
421.553, 0.196578
421.554, 0.196578
421.555, 0.196578
421.556, 0.196578
421.557, 0.196578
421.558, 0.186595
421.559, 0.186595
421.56, 0.186595
421.561, 0.186595
421.562, 0.186595
421.563, 0.186595
421.564, 0.186595
421.565, 0.186595
421.566, 0.186595
421.567, 0.186595
421.568, 0.186595
421.569, 0.186595
421.57, 0.186595
421.571, 0.186595
421.572, 0.186595
421.573, 0.186595
421.574, 0.186595
421.575, 0.186595
421.576, 0.186595
421.577, 0.186595
421.578, 0.192671
421.579, 0.192671
421.58, 0.192671
421.581, 0.192671
421.582, 0.192671
421.583, 0.192671
421.584, 0.192671
421.585, 0.192671
421.586, 0.192671
421.587, 0.192671
421.588, 0.192671
421.589, 0.192671
421.59, 0.192671
421.591, 0.192671
421.592, 0.192671
421.593, 0.192671
421.594, 0.192671
421.595, 0.192671
421.596, 0.192671
421.597, 0.192671
421.598, 0.179884
421.599, 0.179884
421.6, 0.179884
421.601, 0.179884
421.602, 0.179884
421.603, 0.179884
421.604, 0.179884
421.605, 0.179884
421.606, 0.179884
421.607, 0.179884
421.608, 0.179884
421.609, 0.179884
421.61, 0.179884
421.611, 0.179884
421.612, 0.179884
421.613, 0.179884
421.614, 0.179884
421.615, 0.179884
421.616, 0.179884
421.617, 0.179884
421.618, 0.191818
421.619, 0.191818
421.62, 0.191818
421.621, 0.191818
421.622, 0.191818
421.623, 0.191818
421.624, 0.191818
421.625, 0.191818
421.626, 0.191818
421.627, 0.191818
421.628, 0.177964
421.629, 0.177964
421.63, 0.177964
421.631, 0.177964
421.632, 0.177964
421.633, 0.177964
421.634, 0.177964
421.635, 0.177964
421.636, 0.177964
421.637, 0.177964
421.638, 0.177964
421.639, 0.177964
421.64, 0.177964
421.641, 0.177964
421.642, 0.177964
421.643, 0.177964
421.644, 0.177964
421.645, 0.177964
421.646, 0.177964
421.647, 0.177964
421.648, 0.185449
421.649, 0.185449
421.65, 0.185449
421.651, 0.185449
421.652, 0.185449
421.653, 0.185449
421.654, 0.185449
421.655, 0.185449
421.656, 0.185449
421.657, 0.185449
421.658, 0.185449
421.659, 0.185449
421.66, 0.185449
421.661, 0.185449
421.662, 0.185449
421.663, 0.185449
421.664, 0.185449
421.665, 0.185449
421.666, 0.185449
421.667, 0.185449
421.668, 0.179255
421.669, 0.179255
421.67, 0.179255
421.671, 0.179255
421.672, 0.179255
421.673, 0.179255
421.674, 0.179255
421.675, 0.179255
421.676, 0.179255
421.677, 0.179255
421.678, 0.179255
421.679, 0.179255
421.68, 0.179255
421.681, 0.179255
421.682, 0.179255
421.683, 0.179255
421.684, 0.179255
421.685, 0.179255
421.686, 0.179255
421.687, 0.179255
421.688, 0.188494
421.689, 0.188494
421.69, 0.188494
421.691, 0.188494
421.692, 0.188494
421.693, 0.188494
421.694, 0.188494
421.695, 0.188494
421.696, 0.188494
421.697, 0.188494
421.698, 0.179023
421.699, 0.179023
421.7, 0.179023
421.701, 0.179023
421.702, 0.179023
421.703, 0.179023
421.704, 0.179023
421.705, 0.179023
421.706, 0.179023
421.707, 0.179023
421.708, 0.179023
421.709, 0.179023
421.71, 0.179023
421.711, 0.179023
421.712, 0.179023
421.713, 0.179023
421.714, 0.179023
421.715, 0.179023
421.716, 0.179023
421.717, 0.179023
421.718, 0.184587
421.719, 0.184587
421.72, 0.184587
421.721, 0.184587
421.722, 0.184587
421.723, 0.184587
421.724, 0.184587
421.725, 0.184587
421.726, 0.184587
421.727, 0.184587
421.728, 0.184587
421.729, 0.184587
421.73, 0.184587
421.731, 0.184587
421.732, 0.184587
421.733, 0.184587
421.734, 0.184587
421.735, 0.184587
421.736, 0.184587
421.737, 0.184587
421.738, 0.176602
421.739, 0.176602
421.74, 0.176602
421.741, 0.176602
421.742, 0.176602
421.743, 0.176602
421.744, 0.176602
421.745, 0.176602
421.746, 0.176602
421.747, 0.176602
421.748, 0.176602
421.749, 0.176602
421.75, 0.176602
421.751, 0.176602
421.752, 0.176602
421.753, 0.176602
421.754, 0.176602
421.755, 0.176602
421.756, 0.176602
421.757, 0.176602
421.758, 0.179748
421.759, 0.179748
421.76, 0.179748
421.761, 0.179748
421.762, 0.179748
421.763, 0.179748
421.764, 0.179748
421.765, 0.179748
421.766, 0.179748
421.767, 0.179748
421.768, 0.177522
421.769, 0.177522
421.77, 0.177522
421.771, 0.177522
421.772, 0.177522
421.773, 0.177522
421.774, 0.177522
421.775, 0.177522
421.776, 0.177522
421.777, 0.177522
421.778, 0.177522
421.779, 0.177522
421.78, 0.177522
421.781, 0.177522
421.782, 0.177522
421.783, 0.177522
