sim_time, animated_rocket?world_pose/position/z
204.969, 0.999685
204.97, 0.999685
204.971, 0.999685
204.972, 0.999685
204.973, 0.999685
204.974, 0.999685
204.975, 0.999685
204.976, 0.999685
204.977, 0.999685
204.978, 0.999685
204.979, 0.999685
204.98, 0.999685
204.981, 0.999685
204.982, 0.999685
204.983, 0.999685
204.984, 0.999685
204.985, 0.999685
204.986, 0.999677
204.987, 0.999677
204.988, 0.999677
204.989, 0.999677
204.99, 0.999677
204.991, 0.999677
204.992, 0.999677
204.993, 0.999677
204.994, 0.999677
204.995, 0.999677
204.996, 0.999677
204.997, 0.999677
204.998, 0.999677
204.999, 0.999677
205, 0.999677
205.001, 0.999677
205.002, 0.999677
205.003, 0.999677
205.004, 0.999677
205.005, 0.999677
205.006, 0.999677
205.007, 0.999677
205.008, 0.999677
205.009, 0.999677
205.01, 0.999677
205.011, 0.999677
205.012, 0.999677
205.013, 0.999677
205.014, 0.999677
205.015, 0.999677
205.016, 0.999677
205.017, 0.999677
205.018, 0.999677
205.019, 0.999677
205.02, 0.99967
205.021, 0.99967
205.022, 0.99967
205.023, 0.99967
205.024, 0.99967
205.025, 0.99967
205.026, 0.99967
205.027, 0.99967
205.028, 0.99967
205.029, 0.99967
205.03, 0.99967
205.031, 0.99967
205.032, 0.99967
205.033, 0.99967
205.034, 0.99967
205.035, 0.99967
205.036, 0.99967
205.037, 0.99967
205.038, 0.99967
205.039, 0.99967
205.04, 0.99967
205.041, 0.99967
205.042, 0.99967
205.043, 0.99967
205.044, 0.99967
205.045, 0.99967
205.046, 0.99967
205.047, 0.99967
205.048, 0.99967
205.049, 0.99967
205.05, 0.99967
205.051, 0.99967
205.052, 0.99967
205.053, 0.99967
205.054, 0.999662
205.055, 0.999662
205.056, 0.999662
205.057, 0.999662
205.058, 0.999662
205.059, 0.999662
205.06, 0.999662
205.061, 0.999662
205.062, 0.999662
205.063, 0.999662
205.064, 0.999662
205.065, 0.999662
205.066, 0.999662
205.067, 0.999662
205.068, 0.999662
205.069, 0.999662
205.07, 0.999662
205.071, 0.999662
205.072, 0.999662
205.073, 0.999662
205.074, 0.999662
205.075, 0.999662
205.076, 0.999662
205.077, 0.999662
205.078, 0.999662
205.079, 0.999662
205.08, 0.999662
205.081, 0.999662
205.082, 0.999662
205.083, 0.999662
205.084, 0.999662
205.085, 0.999662
205.086, 0.999662
205.087, 0.999662
205.088, 0.999655
205.089, 0.999655
205.09, 0.999655
205.091, 0.999655
205.092, 0.999655
205.093, 0.999655
205.094, 0.999655
205.095, 0.999655
205.096, 0.999655
205.097, 0.999655
205.098, 0.999655
205.099, 0.999655
205.1, 0.999655
205.101, 0.999655
205.102, 0.999655
205.103, 0.999655
205.104, 0.999655
205.105, 0.999655
205.106, 0.999655
205.107, 0.999655
205.108, 0.999655
205.109, 0.999655
205.11, 0.999655
205.111, 0.999655
205.112, 0.999655
205.113, 0.999655
205.114, 0.999655
205.115, 0.999655
205.116, 0.999655
205.117, 0.999655
205.118, 0.999655
205.119, 0.999655
205.12, 0.999655
205.121, 0.999655
205.122, 0.999647
205.123, 0.999647
205.124, 0.999647
205.125, 0.999647
205.126, 0.999647
205.127, 0.999647
205.128, 0.999647
205.129, 0.999647
205.13, 0.999647
205.131, 0.999647
205.132, 0.999647
205.133, 0.999647
205.134, 0.999647
205.135, 0.999647
205.136, 0.999647
205.137, 0.999647
205.138, 0.999647
205.139, 0.999647
205.14, 0.999647
205.141, 0.999647
205.142, 0.999647
205.143, 0.999647
205.144, 0.999647
205.145, 0.999647
205.146, 0.999647
205.147, 0.999647
205.148, 0.999647
205.149, 0.999647
205.15, 0.999647
205.151, 0.999647
205.152, 0.999647
205.153, 0.999647
205.154, 0.999647
205.155, 0.999647
205.156, 0.99964
205.157, 0.99964
205.158, 0.99964
205.159, 0.99964
205.16, 0.99964
205.161, 0.99964
205.162, 0.99964
205.163, 0.99964
205.164, 0.99964
205.165, 0.99964
205.166, 0.99964
205.167, 0.99964
205.168, 0.99964
205.169, 0.99964
205.17, 0.99964
205.171, 0.99964
205.172, 0.99964
205.173, 0.99964
205.174, 0.99964
205.175, 0.99964
205.176, 0.99964
205.177, 0.99964
205.178, 0.99964
205.179, 0.99964
205.18, 0.99964
205.181, 0.99964
205.182, 0.99964
205.183, 0.99964
205.184, 0.99964
205.185, 0.99964
205.186, 0.99964
205.187, 0.99964
205.188, 0.99964
205.189, 0.99964
205.19, 0.999634
205.191, 0.999634
205.192, 0.999634
205.193, 0.999634
205.194, 0.999634
205.195, 0.999634
205.196, 0.999634
205.197, 0.999634
205.198, 0.999634
205.199, 0.999634
205.2, 0.999634
205.201, 0.999634
205.202, 0.999634
205.203, 0.999634
205.204, 0.999634
205.205, 0.999634
205.206, 0.999634
205.207, 0.999634
205.208, 0.999634
205.209, 0.999634
205.21, 0.999634
205.211, 0.999634
205.212, 0.999634
205.213, 0.999634
205.214, 0.999634
205.215, 0.999634
